"dataset_key","split_number","method_id","split_id","method","method_order","task_id","selection_rule","output_dir","status"
"sacurine",7,"winn_auto_batch_qc","SPLIT07","WiNN auto-batch (QC)",8,"REF_375","package auto using training QCs only","results/reference_splits/sacurine/SPLIT07/winn_auto_batch_qc","planned"
"sacurine",7,"winn_fixed_no_qc","SPLIT07","WiNN fixed default (no QC)",9,"REF_376","fixed; no selection","results/reference_splits/sacurine/SPLIT07/winn_fixed_no_qc","planned"
"sacurine",8,"raw","SPLIT08","Raw",1,"REF_377","fixed; no selection","results/reference_splits/sacurine/SPLIT08/raw","planned"
"sacurine",8,"combat","SPLIT08","ComBat",2,"REF_378","fixed; no selection","results/reference_splits/sacurine/SPLIT08/combat","planned"
"sacurine",8,"qc_rlsc","SPLIT08","QC-RLSC",3,"REF_379","training-QC score only within split","results/reference_splits/sacurine/SPLIT08/qc_rlsc","planned"
"sacurine",8,"qc_rfsc","SPLIT08","QC-RFSC",4,"REF_380","training-QC score only within split","results/reference_splits/sacurine/SPLIT08/qc_rfsc","planned"
"sacurine",8,"serrf","SPLIT08","SERRF",6,"REF_381","training-QC score only within split","results/reference_splits/sacurine/SPLIT08/serrf","planned"
"sacurine",8,"winn_auto_qc","SPLIT08","WiNN auto (QC)",7,"REF_382","package auto using training QCs only","results/reference_splits/sacurine/SPLIT08/winn_auto_qc","planned"
"sacurine",8,"winn_auto_batch_qc","SPLIT08","WiNN auto-batch (QC)",8,"REF_383","package auto using training QCs only","results/reference_splits/sacurine/SPLIT08/winn_auto_batch_qc","planned"
"sacurine",8,"winn_fixed_no_qc","SPLIT08","WiNN fixed default (no QC)",9,"REF_384","fixed; no selection","results/reference_splits/sacurine/SPLIT08/winn_fixed_no_qc","planned"
"sacurine",9,"raw","SPLIT09","Raw",1,"REF_385","fixed; no selection","results/reference_splits/sacurine/SPLIT09/raw","planned"
"sacurine",9,"combat","SPLIT09","ComBat",2,"REF_386","fixed; no selection","results/reference_splits/sacurine/SPLIT09/combat","planned"
"sacurine",9,"qc_rlsc","SPLIT09","QC-RLSC",3,"REF_387","training-QC score only within split","results/reference_splits/sacurine/SPLIT09/qc_rlsc","planned"
"sacurine",9,"qc_rfsc","SPLIT09","QC-RFSC",4,"REF_388","training-QC score only within split","results/reference_splits/sacurine/SPLIT09/qc_rfsc","planned"
"sacurine",9,"serrf","SPLIT09","SERRF",6,"REF_389","training-QC score only within split","results/reference_splits/sacurine/SPLIT09/serrf","planned"
"sacurine",9,"winn_auto_qc","SPLIT09","WiNN auto (QC)",7,"REF_390","package auto using training QCs only","results/reference_splits/sacurine/SPLIT09/winn_auto_qc","planned"
"sacurine",9,"winn_auto_batch_qc","SPLIT09","WiNN auto-batch (QC)",8,"REF_391","package auto using training QCs only","results/reference_splits/sacurine/SPLIT09/winn_auto_batch_qc","planned"
"sacurine",9,"winn_fixed_no_qc","SPLIT09","WiNN fixed default (no QC)",9,"REF_392","fixed; no selection","results/reference_splits/sacurine/SPLIT09/winn_fixed_no_qc","planned"
"sacurine",10,"raw","SPLIT10","Raw",1,"REF_393","fixed; no selection","results/reference_splits/sacurine/SPLIT10/raw","planned"
"sacurine",10,"combat","SPLIT10","ComBat",2,"REF_394","fixed; no selection","results/reference_splits/sacurine/SPLIT10/combat","planned"
"sacurine",10,"qc_rlsc","SPLIT10","QC-RLSC",3,"REF_395","training-QC score only within split","results/reference_splits/sacurine/SPLIT10/qc_rlsc","planned"
"sacurine",10,"qc_rfsc","SPLIT10","QC-RFSC",4,"REF_396","training-QC score only within split","results/reference_splits/sacurine/SPLIT10/qc_rfsc","planned"
"sacurine",10,"serrf","SPLIT10","SERRF",6,"REF_397","training-QC score only within split","results/reference_splits/sacurine/SPLIT10/serrf","planned"
"sacurine",10,"winn_auto_qc","SPLIT10","WiNN auto (QC)",7,"REF_398","package auto using training QCs only","results/reference_splits/sacurine/SPLIT10/winn_auto_qc","planned"
"sacurine",10,"winn_auto_batch_qc","SPLIT10","WiNN auto-batch (QC)",8,"REF_399","package auto using training QCs only","results/reference_splits/sacurine/SPLIT10/winn_auto_batch_qc","planned"
"sacurine",10,"winn_fixed_no_qc","SPLIT10","WiNN fixed default (no QC)",9,"REF_400","fixed; no selection","results/reference_splits/sacurine/SPLIT10/winn_fixed_no_qc","planned"
"waveica",1,"raw","SPLIT01","Raw",1,"REF_401","fixed; no selection","results/reference_splits/waveica/SPLIT01/raw","planned"
"waveica",1,"combat","SPLIT01","ComBat",2,"REF_402","fixed; no selection","results/reference_splits/waveica/SPLIT01/combat","planned"
"waveica",1,"qc_rlsc","SPLIT01","QC-RLSC",3,"REF_403","training-QC score only within split","results/reference_splits/waveica/SPLIT01/qc_rlsc","planned"
"waveica",1,"qc_rfsc","SPLIT01","QC-RFSC",4,"REF_404","training-QC score only within split","results/reference_splits/waveica/SPLIT01/qc_rfsc","planned"
"waveica",1,"serrf","SPLIT01","SERRF",6,"REF_405","training-QC score only within split","results/reference_splits/waveica/SPLIT01/serrf","planned"
"waveica",1,"winn_auto_qc","SPLIT01","WiNN auto (QC)",7,"REF_406","package auto using training QCs only","results/reference_splits/waveica/SPLIT01/winn_auto_qc","planned"
"waveica",1,"winn_auto_batch_qc","SPLIT01","WiNN auto-batch (QC)",8,"REF_407","package auto using training QCs only","results/reference_splits/waveica/SPLIT01/winn_auto_batch_qc","planned"
"waveica",1,"winn_fixed_no_qc","SPLIT01","WiNN fixed default (no QC)",9,"REF_408","fixed; no selection","results/reference_splits/waveica/SPLIT01/winn_fixed_no_qc","planned"
"waveica",2,"raw","SPLIT02","Raw",1,"REF_409","fixed; no selection","results/reference_splits/waveica/SPLIT02/raw","planned"
"waveica",2,"combat","SPLIT02","ComBat",2,"REF_410","fixed; no selection","results/reference_splits/waveica/SPLIT02/combat","planned"
"waveica",2,"qc_rlsc","SPLIT02","QC-RLSC",3,"REF_411","training-QC score only within split","results/reference_splits/waveica/SPLIT02/qc_rlsc","planned"
"waveica",2,"qc_rfsc","SPLIT02","QC-RFSC",4,"REF_412","training-QC score only within split","results/reference_splits/waveica/SPLIT02/qc_rfsc","planned"
"waveica",2,"serrf","SPLIT02","SERRF",6,"REF_413","training-QC score only within split","results/reference_splits/waveica/SPLIT02/serrf","planned"
"waveica",2,"winn_auto_qc","SPLIT02","WiNN auto (QC)",7,"REF_414","package auto using training QCs only","results/reference_splits/waveica/SPLIT02/winn_auto_qc","planned"
"waveica",2,"winn_auto_batch_qc","SPLIT02","WiNN auto-batch (QC)",8,"REF_415","package auto using training QCs only","results/reference_splits/waveica/SPLIT02/winn_auto_batch_qc","planned"
"waveica",2,"winn_fixed_no_qc","SPLIT02","WiNN fixed default (no QC)",9,"REF_416","fixed; no selection","results/reference_splits/waveica/SPLIT02/winn_fixed_no_qc","planned"
"waveica",3,"raw","SPLIT03","Raw",1,"REF_417","fixed; no selection","results/reference_splits/waveica/SPLIT03/raw","planned"
"waveica",3,"combat","SPLIT03","ComBat",2,"REF_418","fixed; no selection","results/reference_splits/waveica/SPLIT03/combat","planned"
"waveica",3,"qc_rlsc","SPLIT03","QC-RLSC",3,"REF_419","training-QC score only within split","results/reference_splits/waveica/SPLIT03/qc_rlsc","planned"
"waveica",3,"qc_rfsc","SPLIT03","QC-RFSC",4,"REF_420","training-QC score only within split","results/reference_splits/waveica/SPLIT03/qc_rfsc","planned"
"waveica",3,"serrf","SPLIT03","SERRF",6,"REF_421","training-QC score only within split","results/reference_splits/waveica/SPLIT03/serrf","planned"
"waveica",3,"winn_auto_qc","SPLIT03","WiNN auto (QC)",7,"REF_422","package auto using training QCs only","results/reference_splits/waveica/SPLIT03/winn_auto_qc","planned"
"waveica",3,"winn_auto_batch_qc","SPLIT03","WiNN auto-batch (QC)",8,"REF_423","package auto using training QCs only","results/reference_splits/waveica/SPLIT03/winn_auto_batch_qc","planned"
"waveica",3,"winn_fixed_no_qc","SPLIT03","WiNN fixed default (no QC)",9,"REF_424","fixed; no selection","results/reference_splits/waveica/SPLIT03/winn_fixed_no_qc","planned"
"waveica",4,"raw","SPLIT04","Raw",1,"REF_425","fixed; no selection","results/reference_splits/waveica/SPLIT04/raw","planned"
"waveica",4,"combat","SPLIT04","ComBat",2,"REF_426","fixed; no selection","results/reference_splits/waveica/SPLIT04/combat","planned"
"waveica",4,"qc_rlsc","SPLIT04","QC-RLSC",3,"REF_427","training-QC score only within split","results/reference_splits/waveica/SPLIT04/qc_rlsc","planned"
"waveica",4,"qc_rfsc","SPLIT04","QC-RFSC",4,"REF_428","training-QC score only within split","results/reference_splits/waveica/SPLIT04/qc_rfsc","planned"
"waveica",4,"serrf","SPLIT04","SERRF",6,"REF_429","training-QC score only within split","results/reference_splits/waveica/SPLIT04/serrf","planned"
"waveica",4,"winn_auto_qc","SPLIT04","WiNN auto (QC)",7,"REF_430","package auto using training QCs only","results/reference_splits/waveica/SPLIT04/winn_auto_qc","planned"
"waveica",4,"winn_auto_batch_qc","SPLIT04","WiNN auto-batch (QC)",8,"REF_431","package auto using training QCs only","results/reference_splits/waveica/SPLIT04/winn_auto_batch_qc","planned"
"waveica",4,"winn_fixed_no_qc","SPLIT04","WiNN fixed default (no QC)",9,"REF_432","fixed; no selection","results/reference_splits/waveica/SPLIT04/winn_fixed_no_qc","planned"
"waveica",5,"raw","SPLIT05","Raw",1,"REF_433","fixed; no selection","results/reference_splits/waveica/SPLIT05/raw","planned"
"waveica",5,"combat","SPLIT05","ComBat",2,"REF_434","fixed; no selection","results/reference_splits/waveica/SPLIT05/combat","planned"
"waveica",5,"qc_rlsc","SPLIT05","QC-RLSC",3,"REF_435","training-QC score only within split","results/reference_splits/waveica/SPLIT05/qc_rlsc","planned"
"waveica",5,"qc_rfsc","SPLIT05","QC-RFSC",4,"REF_436","training-QC score only within split","results/reference_splits/waveica/SPLIT05/qc_rfsc","planned"
"waveica",5,"serrf","SPLIT05","SERRF",6,"REF_437","training-QC score only within split","results/reference_splits/waveica/SPLIT05/serrf","planned"
"waveica",5,"winn_auto_qc","SPLIT05","WiNN auto (QC)",7,"REF_438","package auto using training QCs only","results/reference_splits/waveica/SPLIT05/winn_auto_qc","planned"
"waveica",5,"winn_auto_batch_qc","SPLIT05","WiNN auto-batch (QC)",8,"REF_439","package auto using training QCs only","results/reference_splits/waveica/SPLIT05/winn_auto_batch_qc","planned"
"waveica",5,"winn_fixed_no_qc","SPLIT05","WiNN fixed default (no QC)",9,"REF_440","fixed; no selection","results/reference_splits/waveica/SPLIT05/winn_fixed_no_qc","planned"
"waveica",6,"raw","SPLIT06","Raw",1,"REF_441","fixed; no selection","results/reference_splits/waveica/SPLIT06/raw","planned"
"waveica",6,"combat","SPLIT06","ComBat",2,"REF_442","fixed; no selection","results/reference_splits/waveica/SPLIT06/combat","planned"
"waveica",6,"qc_rlsc","SPLIT06","QC-RLSC",3,"REF_443","training-QC score only within split","results/reference_splits/waveica/SPLIT06/qc_rlsc","planned"
"waveica",6,"qc_rfsc","SPLIT06","QC-RFSC",4,"REF_444","training-QC score only within split","results/reference_splits/waveica/SPLIT06/qc_rfsc","planned"
"waveica",6,"serrf","SPLIT06","SERRF",6,"REF_445","training-QC score only within split","results/reference_splits/waveica/SPLIT06/serrf","planned"
"waveica",6,"winn_auto_qc","SPLIT06","WiNN auto (QC)",7,"REF_446","package auto using training QCs only","results/reference_splits/waveica/SPLIT06/winn_auto_qc","planned"
"waveica",6,"winn_auto_batch_qc","SPLIT06","WiNN auto-batch (QC)",8,"REF_447","package auto using training QCs only","results/reference_splits/waveica/SPLIT06/winn_auto_batch_qc","planned"
"waveica",6,"winn_fixed_no_qc","SPLIT06","WiNN fixed default (no QC)",9,"REF_448","fixed; no selection","results/reference_splits/waveica/SPLIT06/winn_fixed_no_qc","planned"
"waveica",7,"raw","SPLIT07","Raw",1,"REF_449","fixed; no selection","results/reference_splits/waveica/SPLIT07/raw","planned"
"waveica",7,"combat","SPLIT07","ComBat",2,"REF_450","fixed; no selection","results/reference_splits/waveica/SPLIT07/combat","planned"
"waveica",7,"qc_rlsc","SPLIT07","QC-RLSC",3,"REF_451","training-QC score only within split","results/reference_splits/waveica/SPLIT07/qc_rlsc","planned"
"waveica",7,"qc_rfsc","SPLIT07","QC-RFSC",4,"REF_452","training-QC score only within split","results/reference_splits/waveica/SPLIT07/qc_rfsc","planned"
"waveica",7,"serrf","SPLIT07","SERRF",6,"REF_453","training-QC score only within split","results/reference_splits/waveica/SPLIT07/serrf","planned"
"waveica",7,"winn_auto_qc","SPLIT07","WiNN auto (QC)",7,"REF_454","package auto using training QCs only","results/reference_splits/waveica/SPLIT07/winn_auto_qc","planned"
"waveica",7,"winn_auto_batch_qc","SPLIT07","WiNN auto-batch (QC)",8,"REF_455","package auto using training QCs only","results/reference_splits/waveica/SPLIT07/winn_auto_batch_qc","planned"
"waveica",7,"winn_fixed_no_qc","SPLIT07","WiNN fixed default (no QC)",9,"REF_456","fixed; no selection","results/reference_splits/waveica/SPLIT07/winn_fixed_no_qc","planned"
"waveica",8,"raw","SPLIT08","Raw",1,"REF_457","fixed; no selection","results/reference_splits/waveica/SPLIT08/raw","planned"
"waveica",8,"combat","SPLIT08","ComBat",2,"REF_458","fixed; no selection","results/reference_splits/waveica/SPLIT08/combat","planned"
"waveica",8,"qc_rlsc","SPLIT08","QC-RLSC",3,"REF_459","training-QC score only within split","results/reference_splits/waveica/SPLIT08/qc_rlsc","planned"
"waveica",8,"qc_rfsc","SPLIT08","QC-RFSC",4,"REF_460","training-QC score only within split","results/reference_splits/waveica/SPLIT08/qc_rfsc","planned"
"waveica",8,"serrf","SPLIT08","SERRF",6,"REF_461","training-QC score only within split","results/reference_splits/waveica/SPLIT08/serrf","planned"
"waveica",8,"winn_auto_qc","SPLIT08","WiNN auto (QC)",7,"REF_462","package auto using training QCs only","results/reference_splits/waveica/SPLIT08/winn_auto_qc","planned"
"waveica",8,"winn_auto_batch_qc","SPLIT08","WiNN auto-batch (QC)",8,"REF_463","package auto using training QCs only","results/reference_splits/waveica/SPLIT08/winn_auto_batch_qc","planned"
"waveica",8,"winn_fixed_no_qc","SPLIT08","WiNN fixed default (no QC)",9,"REF_464","fixed; no selection","results/reference_splits/waveica/SPLIT08/winn_fixed_no_qc","planned"
"waveica",9,"raw","SPLIT09","Raw",1,"REF_465","fixed; no selection","results/reference_splits/waveica/SPLIT09/raw","planned"
"waveica",9,"combat","SPLIT09","ComBat",2,"REF_466","fixed; no selection","results/reference_splits/waveica/SPLIT09/combat","planned"
"waveica",9,"qc_rlsc","SPLIT09","QC-RLSC",3,"REF_467","training-QC score only within split","results/reference_splits/waveica/SPLIT09/qc_rlsc","planned"
"waveica",9,"qc_rfsc","SPLIT09","QC-RFSC",4,"REF_468","training-QC score only within split","results/reference_splits/waveica/SPLIT09/qc_rfsc","planned"
"waveica",9,"serrf","SPLIT09","SERRF",6,"REF_469","training-QC score only within split","results/reference_splits/waveica/SPLIT09/serrf","planned"
"waveica",9,"winn_auto_qc","SPLIT09","WiNN auto (QC)",7,"REF_470","package auto using training QCs only","results/reference_splits/waveica/SPLIT09/winn_auto_qc","planned"
"waveica",9,"winn_auto_batch_qc","SPLIT09","WiNN auto-batch (QC)",8,"REF_471","package auto using training QCs only","results/reference_splits/waveica/SPLIT09/winn_auto_batch_qc","planned"
"waveica",9,"winn_fixed_no_qc","SPLIT09","WiNN fixed default (no QC)",9,"REF_472","fixed; no selection","results/reference_splits/waveica/SPLIT09/winn_fixed_no_qc","planned"
"waveica",10,"raw","SPLIT10","Raw",1,"REF_473","fixed; no selection","results/reference_splits/waveica/SPLIT10/raw","planned"
"waveica",10,"combat","SPLIT10","ComBat",2,"REF_474","fixed; no selection","results/reference_splits/waveica/SPLIT10/combat","planned"
"waveica",10,"qc_rlsc","SPLIT10","QC-RLSC",3,"REF_475","training-QC score only within split","results/reference_splits/waveica/SPLIT10/qc_rlsc","planned"
"waveica",10,"qc_rfsc","SPLIT10","QC-RFSC",4,"REF_476","training-QC score only within split","results/reference_splits/waveica/SPLIT10/qc_rfsc","planned"
"waveica",10,"serrf","SPLIT10","SERRF",6,"REF_477","training-QC score only within split","results/reference_splits/waveica/SPLIT10/serrf","planned"
"waveica",10,"winn_auto_qc","SPLIT10","WiNN auto (QC)",7,"REF_478","package auto using training QCs only","results/reference_splits/waveica/SPLIT10/winn_auto_qc","planned"
"waveica",10,"winn_auto_batch_qc","SPLIT10","WiNN auto-batch (QC)",8,"REF_479","package auto using training QCs only","results/reference_splits/waveica/SPLIT10/winn_auto_batch_qc","planned"
"waveica",10,"winn_fixed_no_qc","SPLIT10","WiNN fixed default (no QC)",9,"REF_480","fixed; no selection","results/reference_splits/waveica/SPLIT10/winn_fixed_no_qc","planned"
"simulation",1,"tiger","SPLIT01","TIGER",5,"REF_481","native default with acquisition order","results/reference_splits/simulation/SPLIT01/tiger","planned"
"simulation",2,"tiger","SPLIT02","TIGER",5,"REF_482","native default with acquisition order","results/reference_splits/simulation/SPLIT02/tiger","planned"
"simulation",3,"tiger","SPLIT03","TIGER",5,"REF_483","native default with acquisition order","results/reference_splits/simulation/SPLIT03/tiger","planned"
"simulation",4,"tiger","SPLIT04","TIGER",5,"REF_484","native default with acquisition order","results/reference_splits/simulation/SPLIT04/tiger","planned"
"simulation",5,"tiger","SPLIT05","TIGER",5,"REF_485","native default with acquisition order","results/reference_splits/simulation/SPLIT05/tiger","planned"
"simulation",6,"tiger","SPLIT06","TIGER",5,"REF_486","native default with acquisition order","results/reference_splits/simulation/SPLIT06/tiger","planned"
"simulation",7,"tiger","SPLIT07","TIGER",5,"REF_487","native default with acquisition order","results/reference_splits/simulation/SPLIT07/tiger","planned"
"simulation",8,"tiger","SPLIT08","TIGER",5,"REF_488","native default with acquisition order","results/reference_splits/simulation/SPLIT08/tiger","planned"
"simulation",9,"tiger","SPLIT09","TIGER",5,"REF_489","native default with acquisition order","results/reference_splits/simulation/SPLIT09/tiger","planned"
"simulation",10,"tiger","SPLIT10","TIGER",5,"REF_490","native default with acquisition order","results/reference_splits/simulation/SPLIT10/tiger","planned"
"mtbls79",1,"tiger","SPLIT01","TIGER",5,"REF_491","native default with acquisition order","results/reference_splits/mtbls79/SPLIT01/tiger","planned"
"mtbls79",2,"tiger","SPLIT02","TIGER",5,"REF_492","native default with acquisition order","results/reference_splits/mtbls79/SPLIT02/tiger","planned"
"mtbls79",3,"tiger","SPLIT03","TIGER",5,"REF_493","native default with acquisition order","results/reference_splits/mtbls79/SPLIT03/tiger","planned"
"mtbls79",4,"tiger","SPLIT04","TIGER",5,"REF_494","native default with acquisition order","results/reference_splits/mtbls79/SPLIT04/tiger","planned"
"mtbls79",5,"tiger","SPLIT05","TIGER",5,"REF_495","native default with acquisition order","results/reference_splits/mtbls79/SPLIT05/tiger","planned"
"mtbls79",6,"tiger","SPLIT06","TIGER",5,"REF_496","native default with acquisition order","results/reference_splits/mtbls79/SPLIT06/tiger","planned"
"mtbls79",7,"tiger","SPLIT07","TIGER",5,"REF_497","native default with acquisition order","results/reference_splits/mtbls79/SPLIT07/tiger","planned"
"mtbls79",8,"tiger","SPLIT08","TIGER",5,"REF_498","native default with acquisition order","results/reference_splits/mtbls79/SPLIT08/tiger","planned"
"mtbls79",9,"tiger","SPLIT09","TIGER",5,"REF_499","native default with acquisition order","results/reference_splits/mtbls79/SPLIT09/tiger","planned"
"mtbls79",10,"tiger","SPLIT10","TIGER",5,"REF_500","native default with acquisition order","results/reference_splits/mtbls79/SPLIT10/tiger","planned"
"clinical_fiams",1,"tiger","SPLIT01","TIGER",5,"REF_501","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT01/tiger","planned"
"clinical_fiams",2,"tiger","SPLIT02","TIGER",5,"REF_502","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT02/tiger","planned"
"clinical_fiams",3,"tiger","SPLIT03","TIGER",5,"REF_503","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT03/tiger","planned"
"clinical_fiams",4,"tiger","SPLIT04","TIGER",5,"REF_504","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT04/tiger","planned"
"clinical_fiams",5,"tiger","SPLIT05","TIGER",5,"REF_505","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT05/tiger","planned"
"clinical_fiams",6,"tiger","SPLIT06","TIGER",5,"REF_506","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT06/tiger","planned"
"clinical_fiams",7,"tiger","SPLIT07","TIGER",5,"REF_507","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT07/tiger","planned"
"clinical_fiams",8,"tiger","SPLIT08","TIGER",5,"REF_508","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT08/tiger","planned"
"clinical_fiams",9,"tiger","SPLIT09","TIGER",5,"REF_509","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT09/tiger","planned"
"clinical_fiams",10,"tiger","SPLIT10","TIGER",5,"REF_510","native default with acquisition order","results/reference_splits/clinical_fiams/SPLIT10/tiger","planned"
"batchcorr_set1",1,"tiger","SPLIT01","TIGER",5,"REF_511","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT01/tiger","planned"
"batchcorr_set1",2,"tiger","SPLIT02","TIGER",5,"REF_512","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT02/tiger","planned"
"batchcorr_set1",3,"tiger","SPLIT03","TIGER",5,"REF_513","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT03/tiger","planned"
"batchcorr_set1",4,"tiger","SPLIT04","TIGER",5,"REF_514","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT04/tiger","planned"
"batchcorr_set1",5,"tiger","SPLIT05","TIGER",5,"REF_515","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT05/tiger","planned"
"batchcorr_set1",6,"tiger","SPLIT06","TIGER",5,"REF_516","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT06/tiger","planned"
"batchcorr_set1",7,"tiger","SPLIT07","TIGER",5,"REF_517","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT07/tiger","planned"
"batchcorr_set1",8,"tiger","SPLIT08","TIGER",5,"REF_518","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT08/tiger","planned"
"batchcorr_set1",9,"tiger","SPLIT09","TIGER",5,"REF_519","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT09/tiger","planned"
"batchcorr_set1",10,"tiger","SPLIT10","TIGER",5,"REF_520","native default with acquisition order","results/reference_splits/batchcorr_set1/SPLIT10/tiger","planned"
"sacurine",1,"tiger","SPLIT01","TIGER",5,"REF_521","native default with acquisition order","results/reference_splits/sacurine/SPLIT01/tiger","planned"
"sacurine",2,"tiger","SPLIT02","TIGER",5,"REF_522","native default with acquisition order","results/reference_splits/sacurine/SPLIT02/tiger","planned"
"sacurine",3,"tiger","SPLIT03","TIGER",5,"REF_523","native default with acquisition order","results/reference_splits/sacurine/SPLIT03/tiger","planned"
"sacurine",4,"tiger","SPLIT04","TIGER",5,"REF_524","native default with acquisition order","results/reference_splits/sacurine/SPLIT04/tiger","planned"
"sacurine",5,"tiger","SPLIT05","TIGER",5,"REF_525","native default with acquisition order","results/reference_splits/sacurine/SPLIT05/tiger","planned"
"sacurine",6,"tiger","SPLIT06","TIGER",5,"REF_526","native default with acquisition order","results/reference_splits/sacurine/SPLIT06/tiger","planned"
"sacurine",7,"tiger","SPLIT07","TIGER",5,"REF_527","native default with acquisition order","results/reference_splits/sacurine/SPLIT07/tiger","planned"
"sacurine",8,"tiger","SPLIT08","TIGER",5,"REF_528","native default with acquisition order","results/reference_splits/sacurine/SPLIT08/tiger","planned"
"sacurine",9,"tiger","SPLIT09","TIGER",5,"REF_529","native default with acquisition order","results/reference_splits/sacurine/SPLIT09/tiger","planned"
"sacurine",10,"tiger","SPLIT10","TIGER",5,"REF_530","native default with acquisition order","results/reference_splits/sacurine/SPLIT10/tiger","planned"
"waveica",1,"tiger","SPLIT01","TIGER",5,"REF_531","native default with acquisition order","results/reference_splits/waveica/SPLIT01/tiger","planned"
"waveica",2,"tiger","SPLIT02","TIGER",5,"REF_532","native default with acquisition order","results/reference_splits/waveica/SPLIT02/tiger","planned"
"waveica",3,"tiger","SPLIT03","TIGER",5,"REF_533","native default with acquisition order","results/reference_splits/waveica/SPLIT03/tiger","planned"
"waveica",4,"tiger","SPLIT04","TIGER",5,"REF_534","native default with acquisition order","results/reference_splits/waveica/SPLIT04/tiger","planned"
"waveica",5,"tiger","SPLIT05","TIGER",5,"REF_535","native default with acquisition order","results/reference_splits/waveica/SPLIT05/tiger","planned"
"waveica",6,"tiger","SPLIT06","TIGER",5,"REF_536","native default with acquisition order","results/reference_splits/waveica/SPLIT06/tiger","planned"
"waveica",7,"tiger","SPLIT07","TIGER",5,"REF_537","native default with acquisition order","results/reference_splits/waveica/SPLIT07/tiger","planned"
"waveica",8,"tiger","SPLIT08","TIGER",5,"REF_538","native default with acquisition order","results/reference_splits/waveica/SPLIT08/tiger","planned"
"waveica",9,"tiger","SPLIT09","TIGER",5,"REF_539","native default with acquisition order","results/reference_splits/waveica/SPLIT09/tiger","planned"
"waveica",10,"tiger","SPLIT10","TIGER",5,"REF_540","native default with acquisition order","results/reference_splits/waveica/SPLIT10/tiger","planned"
