"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","split_id","dataset","metric_label"
"heldout_qc_cv_mean",7.93561649054551,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0917874632112495,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.8085671891017,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.10765719308112,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.19832015944651,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0828937590024592,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.12221574581586,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0752227067601451,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.22580365239786,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT08","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",14.018421156613,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",13.0274627730443,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.8787022979727,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.129734792843487,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.0575605729538,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.113414510919702,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",8.7237084373429,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0907749920862476,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.6083742703527,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.107455479418341,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.0351398664109,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829567862121954,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.2334392729714,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.074994618267916,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.2113311079714,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT09","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",15.202241168653,"lower",1594,"percent","","clinical_fiams","raw","Raw","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","raw","Raw","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",14.3905913677002,"lower",1594,"percent","","clinical_fiams","combat","ComBat","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120300025396866,"lower",12752,"proportion","","clinical_fiams","combat","ComBat","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.9702515201833,"lower",1594,"percent","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.137927623512537,"lower",12752,"proportion","","clinical_fiams","qc_rlsc","QC-RLSC","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",12.8653323699485,"lower",1594,"percent","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.115761421465127,"lower",12752,"proportion","","clinical_fiams","qc_rfsc","QC-RFSC","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",9.7786492454228,"lower",1594,"percent","","clinical_fiams","tiger","TIGER","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0914730890995553,"lower",12752,"proportion","","clinical_fiams","tiger","TIGER","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.7233061543936,"lower",1594,"percent","","clinical_fiams","serrf","SERRF","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.108022599457436,"lower",12752,"proportion","","clinical_fiams","serrf","SERRF","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.9314370697404,"lower",1594,"percent","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0829429823166926,"lower",12752,"proportion","","clinical_fiams","winn_auto_qc","WiNN auto (QC)","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",10.5454142649401,"lower",1594,"percent","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0750251827866367,"lower",12752,"proportion","","clinical_fiams","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",11.9562847439453,"lower",1594,"percent","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","Clinical FIA-MS","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT10","Clinical FIA-MS","Residual GAM deviance"
"heldout_qc_cv_mean",71.8545947087541,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",43.0509518688516,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438727653694,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",41.7880170388972,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0967444631579754,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",57.6205059731146,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.117101080955784,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",44.4414909849769,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0911142448443632,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",47.9008511556349,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",31.6533983146267,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464045925849938,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",34.1965784887349,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0463473880084994,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",33.3251606047264,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT01","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",66.3757444454754,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",29.6826535304583,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438679094458,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",33.4948905654762,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0941089567541234,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",53.9174906373932,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.120094321359153,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",24.4968107230599,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.082610253005868,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",29.5822078493796,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",23.4708592751694,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464173391227119,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",24.2755076724335,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0465232530262287,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",26.0506732201358,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT02","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",65.0212017021549,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",43.9847166994292,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438679094458,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",43.489455326466,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.098130526399266,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",60.2237535609916,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.118315916999434,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",47.02342486234,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0925845653611789,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",49.5610555810315,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",30.9666144963743,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464152924974295,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",30.9062297214486,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464672549883681,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",33.8370303319487,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT03","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",68.631876727035,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",37.5241778189325,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438727653694,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",39.3039343889408,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.103625850455616,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",60.694288465752,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.12653331947487,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",41.7881091290249,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0915843296498509,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",42.0150526853123,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",24.782893491004,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464739223695216,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",25.1637611704863,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0465046841245564,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",27.6670414450314,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT04","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",66.4030375448346,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",41.4750747565919,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438679094458,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",40.9388485502557,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0999643584113194,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",57.7797042552907,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122520159803038,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",46.0132375679147,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0906729410779984,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",46.1341580346642,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",29.3859772031398,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464075219237513,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",29.5896471243293,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0463348907114456,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",32.0801893173233,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT05","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",67.8402260601066,"lower",199,"percent","","batchcorr_set1","raw","Raw","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628105699,"lower",1990,"proportion","","batchcorr_set1","raw","Raw","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",35.9916496364465,"lower",199,"percent","","batchcorr_set1","combat","ComBat","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438727653694,"lower",1990,"proportion","","batchcorr_set1","combat","ComBat","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",34.2804758522518,"lower",199,"percent","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.090268101436296,"lower",1990,"proportion","","batchcorr_set1","qc_rlsc","QC-RLSC","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",47.1686024453589,"lower",199,"percent","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.118363568347186,"lower",1990,"proportion","","batchcorr_set1","qc_rfsc","QC-RFSC","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",29.4208521119432,"lower",199,"percent","","batchcorr_set1","tiger","TIGER","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0831108787605945,"lower",1990,"proportion","","batchcorr_set1","tiger","TIGER","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",35.5303981360944,"lower",199,"percent","","batchcorr_set1","serrf","SERRF","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.122438628681523,"lower",1990,"proportion","","batchcorr_set1","serrf","SERRF","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",30.7399828035854,"lower",199,"percent","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0466297092829419,"lower",1990,"proportion","","batchcorr_set1","winn_auto_qc","WiNN auto (QC)","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",34.0056862986946,"lower",199,"percent","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0464122580336175,"lower",1990,"proportion","","batchcorr_set1","winn_auto_batch_qc","WiNN auto-batch (QC)","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
"heldout_qc_cv_mean",31.0387959850517,"lower",199,"percent","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","BatchCorr Set 1","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.043772965202549,"lower",1990,"proportion","","batchcorr_set1","winn_fixed_no_qc","WiNN fixed default (no QC)","SPLIT06","BatchCorr Set 1","Residual GAM deviance"
