"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","seed_id","metric_label"
"heldout_qc_cv_mean",8.45071792633157,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM08","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0215088394148954,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM08","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000452966163941812,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM08","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.918748087221842,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM08","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.917921592834698,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM08","Truth sample Pearson"
"heldout_qc_cv_mean",44.6627755388353,"lower",1000,"percent","","simulation","raw","Raw","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.123197409908073,"lower",5000,"proportion","","simulation","raw","Raw","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.963943539811015,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.587636789919922,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.525991495840513,"higher",450,"correlation","","simulation","raw","Raw","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",12.8033174849817,"lower",1000,"percent","","simulation","combat","ComBat","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.123197196298025,"lower",5000,"proportion","","simulation","combat","ComBat","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",5.50431403365288e-05,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.883556686935463,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.885111168890785,"higher",450,"correlation","","simulation","combat","ComBat","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",11.3741576870574,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0519647828252762,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000105970293533285,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.908843660915559,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.909375377160721,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",13.7477848350727,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.116846235550947,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.154638709439848,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.697053028476662,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.658086244650495,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",9.6832002731165,"lower",1000,"percent","","simulation","tiger","TIGER","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0828678015267214,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0656788498520708,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.874766776080147,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.852305535627995,"higher",450,"correlation","","simulation","tiger","TIGER","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",13.1099223455663,"lower",1000,"percent","","simulation","serrf","SERRF","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0936605586391257,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000730911832172699,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.892957159404076,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.883839958239146,"higher",450,"correlation","","simulation","serrf","SERRF","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",8.92798835945485,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0203113998884968,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.00101411888738062,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.923034048187937,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.926032456275927,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",16.6086388897525,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.141350014305478,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.239558402511951,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.851418245918802,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.861635792310892,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",8.92079821189521,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM09","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.021732341523898,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM09","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000902407349282164,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM09","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.922967580857371,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM09","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.925861688218806,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM09","Truth sample Pearson"
"heldout_qc_cv_mean",43.4947793580392,"lower",1000,"percent","","simulation","raw","Raw","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.118892897268797,"lower",5000,"proportion","","simulation","raw","Raw","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.963536734849481,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","raw","Raw","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.599639701154964,"higher",1000,"ICC(A,1)","","simulation","raw","Raw","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.518310901203034,"higher",450,"correlation","","simulation","raw","Raw","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",12.9477012640458,"lower",1000,"percent","","simulation","combat","ComBat","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.118898984586409,"lower",5000,"proportion","","simulation","combat","ComBat","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000103383405300053,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","combat","ComBat","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.884428349022765,"higher",1000,"ICC(A,1)","","simulation","combat","ComBat","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.882221072755117,"higher",450,"correlation","","simulation","combat","ComBat","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",11.2314052547463,"lower",1000,"percent","","simulation","qc_rlsc","QC-RLSC","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0544108260161873,"lower",5000,"proportion","","simulation","qc_rlsc","QC-RLSC","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000171399812960715,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rlsc","QC-RLSC","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.905351352238728,"higher",1000,"ICC(A,1)","","simulation","qc_rlsc","QC-RLSC","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.902054567146382,"higher",450,"correlation","","simulation","qc_rlsc","QC-RLSC","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",14.3914721086863,"lower",1000,"percent","","simulation","qc_rfsc","QC-RFSC","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.126466638376322,"lower",5000,"proportion","","simulation","qc_rfsc","QC-RFSC","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.141897383555201,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","qc_rfsc","QC-RFSC","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.683710451851543,"higher",1000,"ICC(A,1)","","simulation","qc_rfsc","QC-RFSC","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.655220644525526,"higher",450,"correlation","","simulation","qc_rfsc","QC-RFSC","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",9.89338916040737,"lower",1000,"percent","","simulation","tiger","TIGER","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0816057715702357,"lower",5000,"proportion","","simulation","tiger","TIGER","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0768837008796373,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","tiger","TIGER","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.871283304882971,"higher",1000,"ICC(A,1)","","simulation","tiger","TIGER","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.84524250694956,"higher",450,"correlation","","simulation","tiger","TIGER","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",13.159246754266,"lower",1000,"percent","","simulation","serrf","SERRF","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0944429041905023,"lower",5000,"proportion","","simulation","serrf","SERRF","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.0014073645621769,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","serrf","SERRF","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.88760256014335,"higher",1000,"ICC(A,1)","","simulation","serrf","SERRF","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.871615854957594,"higher",450,"correlation","","simulation","serrf","SERRF","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",8.58690999549585,"lower",1000,"percent","","simulation","winn_auto_qc","WiNN auto (QC)","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0211965920544952,"lower",5000,"proportion","","simulation","winn_auto_qc","WiNN auto (QC)","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000995718819299806,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_qc","WiNN auto (QC)","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921570533457829,"higher",1000,"ICC(A,1)","","simulation","winn_auto_qc","WiNN auto (QC)","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.923333019175545,"higher",450,"correlation","","simulation","winn_auto_qc","WiNN auto (QC)","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",15.0992005568606,"lower",1000,"percent","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0945585532284454,"lower",5000,"proportion","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.188404881010858,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.877247057266231,"higher",1000,"ICC(A,1)","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.884509406614691,"higher",450,"correlation","","simulation","winn_auto_batch_qc","WiNN auto-batch (QC)","SIM10","Truth sample Pearson"
"heldout_qc_cv_mean",8.59818697652455,"lower",1000,"percent","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM10","Held-out QC CV (%)"
"residual_run_order_gam_mean_deviance",0.0211804258097233,"lower",5000,"proportion","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM10","Residual GAM deviance"
"batch_weighted_pc_r2_categorical",0.000840388378239783,"lower",450,"weighted R-squared","Batch is explicitly categorical.","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM10","Batch weighted-PC R²"
"truth_metabolite_profile_icc_mean",0.921576184032884,"higher",1000,"ICC(A,1)","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM10","Truth metabolite ICC"
"truth_sample_profile_pearson_mean",0.923249576387873,"higher",450,"correlation","","simulation","winn_fixed_no_qc","WiNN fixed default (no QC)","SIM10","Truth sample Pearson"
