"analysis_family","task_id","dataset_key","seed_id","split_id","method_id","method","output_dir","floor_applied","negative_values_floored","features_with_flooring","samples_with_flooring","minimum_before_floor","rule"
"reference_split","REF_452","waveica",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_453","waveica",,"SPLIT07","serrf","SERRF","results/reference_splits/waveica/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_454","waveica",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_455","waveica",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_456","waveica",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_457","waveica",,"SPLIT08","raw","Raw","results/reference_splits/waveica/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_458","waveica",,"SPLIT08","combat","ComBat","results/reference_splits/waveica/SPLIT08/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_459","waveica",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_460","waveica",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_461","waveica",,"SPLIT08","serrf","SERRF","results/reference_splits/waveica/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_462","waveica",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_463","waveica",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_464","waveica",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_465","waveica",,"SPLIT09","raw","Raw","results/reference_splits/waveica/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_466","waveica",,"SPLIT09","combat","ComBat","results/reference_splits/waveica/SPLIT09/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_467","waveica",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_468","waveica",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_469","waveica",,"SPLIT09","serrf","SERRF","results/reference_splits/waveica/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_470","waveica",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_471","waveica",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_472","waveica",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_473","waveica",,"SPLIT10","raw","Raw","results/reference_splits/waveica/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_474","waveica",,"SPLIT10","combat","ComBat","results/reference_splits/waveica/SPLIT10/combat",TRUE,5484,806,600,-0.999999999994558,"Negative corrected intensities were floored at zero before evaluation."
"reference_split","REF_475","waveica",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/waveica/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_476","waveica",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/waveica/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_477","waveica",,"SPLIT10","serrf","SERRF","results/reference_splits/waveica/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_478","waveica",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/waveica/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_479","waveica",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/waveica/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_480","waveica",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/waveica/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_481","simulation",,"SPLIT01","tiger","TIGER","results/reference_splits/simulation/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_482","simulation",,"SPLIT02","tiger","TIGER","results/reference_splits/simulation/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_483","simulation",,"SPLIT03","tiger","TIGER","results/reference_splits/simulation/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_484","simulation",,"SPLIT04","tiger","TIGER","results/reference_splits/simulation/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_485","simulation",,"SPLIT05","tiger","TIGER","results/reference_splits/simulation/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_486","simulation",,"SPLIT06","tiger","TIGER","results/reference_splits/simulation/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_487","simulation",,"SPLIT07","tiger","TIGER","results/reference_splits/simulation/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_488","simulation",,"SPLIT08","tiger","TIGER","results/reference_splits/simulation/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_489","simulation",,"SPLIT09","tiger","TIGER","results/reference_splits/simulation/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_490","simulation",,"SPLIT10","tiger","TIGER","results/reference_splits/simulation/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_491","mtbls79",,"SPLIT01","tiger","TIGER","results/reference_splits/mtbls79/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_492","mtbls79",,"SPLIT02","tiger","TIGER","results/reference_splits/mtbls79/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_493","mtbls79",,"SPLIT03","tiger","TIGER","results/reference_splits/mtbls79/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_494","mtbls79",,"SPLIT04","tiger","TIGER","results/reference_splits/mtbls79/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_495","mtbls79",,"SPLIT05","tiger","TIGER","results/reference_splits/mtbls79/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_496","mtbls79",,"SPLIT06","tiger","TIGER","results/reference_splits/mtbls79/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_497","mtbls79",,"SPLIT07","tiger","TIGER","results/reference_splits/mtbls79/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_498","mtbls79",,"SPLIT08","tiger","TIGER","results/reference_splits/mtbls79/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_499","mtbls79",,"SPLIT09","tiger","TIGER","results/reference_splits/mtbls79/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_500","mtbls79",,"SPLIT10","tiger","TIGER","results/reference_splits/mtbls79/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_501","clinical_fiams",,"SPLIT01","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_502","clinical_fiams",,"SPLIT02","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_503","clinical_fiams",,"SPLIT03","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_504","clinical_fiams",,"SPLIT04","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_505","clinical_fiams",,"SPLIT05","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_506","clinical_fiams",,"SPLIT06","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_507","clinical_fiams",,"SPLIT07","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_508","clinical_fiams",,"SPLIT08","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_509","clinical_fiams",,"SPLIT09","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_510","clinical_fiams",,"SPLIT10","tiger","TIGER","results/reference_splits/clinical_fiams/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_511","batchcorr_set1",,"SPLIT01","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_512","batchcorr_set1",,"SPLIT02","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_513","batchcorr_set1",,"SPLIT03","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_514","batchcorr_set1",,"SPLIT04","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_515","batchcorr_set1",,"SPLIT05","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_516","batchcorr_set1",,"SPLIT06","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_517","batchcorr_set1",,"SPLIT07","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_518","batchcorr_set1",,"SPLIT08","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_519","batchcorr_set1",,"SPLIT09","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_520","batchcorr_set1",,"SPLIT10","tiger","TIGER","results/reference_splits/batchcorr_set1/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_521","sacurine",,"SPLIT01","tiger","TIGER","results/reference_splits/sacurine/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_522","sacurine",,"SPLIT02","tiger","TIGER","results/reference_splits/sacurine/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_523","sacurine",,"SPLIT03","tiger","TIGER","results/reference_splits/sacurine/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_524","sacurine",,"SPLIT04","tiger","TIGER","results/reference_splits/sacurine/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_525","sacurine",,"SPLIT05","tiger","TIGER","results/reference_splits/sacurine/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_526","sacurine",,"SPLIT06","tiger","TIGER","results/reference_splits/sacurine/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_527","sacurine",,"SPLIT07","tiger","TIGER","results/reference_splits/sacurine/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_528","sacurine",,"SPLIT08","tiger","TIGER","results/reference_splits/sacurine/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_529","sacurine",,"SPLIT09","tiger","TIGER","results/reference_splits/sacurine/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_530","sacurine",,"SPLIT10","tiger","TIGER","results/reference_splits/sacurine/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_531","waveica",,"SPLIT01","tiger","TIGER","results/reference_splits/waveica/SPLIT01/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_532","waveica",,"SPLIT02","tiger","TIGER","results/reference_splits/waveica/SPLIT02/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_533","waveica",,"SPLIT03","tiger","TIGER","results/reference_splits/waveica/SPLIT03/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_534","waveica",,"SPLIT04","tiger","TIGER","results/reference_splits/waveica/SPLIT04/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_535","waveica",,"SPLIT05","tiger","TIGER","results/reference_splits/waveica/SPLIT05/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_536","waveica",,"SPLIT06","tiger","TIGER","results/reference_splits/waveica/SPLIT06/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_537","waveica",,"SPLIT07","tiger","TIGER","results/reference_splits/waveica/SPLIT07/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_538","waveica",,"SPLIT08","tiger","TIGER","results/reference_splits/waveica/SPLIT08/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_539","waveica",,"SPLIT09","tiger","TIGER","results/reference_splits/waveica/SPLIT09/tiger",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_540","waveica",,"SPLIT10","tiger","TIGER","results/reference_splits/waveica/SPLIT10/tiger",FALSE,0,0,0,,"No negative corrected intensities."
