"analysis_family","task_id","dataset_key","seed_id","split_id","method_id","method","output_dir","floor_applied","negative_values_floored","features_with_flooring","samples_with_flooring","minimum_before_floor","rule"
"reference_split","REF_165","clinical_fiams",,"SPLIT01","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT01/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_166","clinical_fiams",,"SPLIT01","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT01/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_167","clinical_fiams",,"SPLIT01","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT01/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_168","clinical_fiams",,"SPLIT01","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT01/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_169","clinical_fiams",,"SPLIT02","raw","Raw","results/reference_splits/clinical_fiams/SPLIT02/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_170","clinical_fiams",,"SPLIT02","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT02/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_171","clinical_fiams",,"SPLIT02","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT02/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_172","clinical_fiams",,"SPLIT02","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT02/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_173","clinical_fiams",,"SPLIT02","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT02/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_174","clinical_fiams",,"SPLIT02","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT02/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_175","clinical_fiams",,"SPLIT02","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT02/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_176","clinical_fiams",,"SPLIT02","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT02/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_177","clinical_fiams",,"SPLIT03","raw","Raw","results/reference_splits/clinical_fiams/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_178","clinical_fiams",,"SPLIT03","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT03/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_179","clinical_fiams",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_180","clinical_fiams",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_181","clinical_fiams",,"SPLIT03","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_182","clinical_fiams",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_183","clinical_fiams",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_184","clinical_fiams",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_185","clinical_fiams",,"SPLIT04","raw","Raw","results/reference_splits/clinical_fiams/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_186","clinical_fiams",,"SPLIT04","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT04/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_187","clinical_fiams",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_188","clinical_fiams",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_189","clinical_fiams",,"SPLIT04","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_190","clinical_fiams",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_191","clinical_fiams",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_192","clinical_fiams",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_193","clinical_fiams",,"SPLIT05","raw","Raw","results/reference_splits/clinical_fiams/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_194","clinical_fiams",,"SPLIT05","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT05/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_195","clinical_fiams",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_196","clinical_fiams",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_197","clinical_fiams",,"SPLIT05","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_198","clinical_fiams",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_199","clinical_fiams",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_200","clinical_fiams",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_201","clinical_fiams",,"SPLIT06","raw","Raw","results/reference_splits/clinical_fiams/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_202","clinical_fiams",,"SPLIT06","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT06/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_203","clinical_fiams",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_204","clinical_fiams",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_205","clinical_fiams",,"SPLIT06","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_206","clinical_fiams",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_207","clinical_fiams",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_208","clinical_fiams",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_209","clinical_fiams",,"SPLIT07","raw","Raw","results/reference_splits/clinical_fiams/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_210","clinical_fiams",,"SPLIT07","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT07/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_211","clinical_fiams",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_212","clinical_fiams",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_213","clinical_fiams",,"SPLIT07","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_214","clinical_fiams",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_215","clinical_fiams",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_216","clinical_fiams",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_217","clinical_fiams",,"SPLIT08","raw","Raw","results/reference_splits/clinical_fiams/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_218","clinical_fiams",,"SPLIT08","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT08/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_219","clinical_fiams",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_220","clinical_fiams",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_221","clinical_fiams",,"SPLIT08","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_222","clinical_fiams",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_223","clinical_fiams",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_224","clinical_fiams",,"SPLIT08","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT08/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_225","clinical_fiams",,"SPLIT09","raw","Raw","results/reference_splits/clinical_fiams/SPLIT09/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_226","clinical_fiams",,"SPLIT09","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT09/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_227","clinical_fiams",,"SPLIT09","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT09/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_228","clinical_fiams",,"SPLIT09","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT09/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_229","clinical_fiams",,"SPLIT09","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT09/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_230","clinical_fiams",,"SPLIT09","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT09/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_231","clinical_fiams",,"SPLIT09","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT09/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_232","clinical_fiams",,"SPLIT09","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT09/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_233","clinical_fiams",,"SPLIT10","raw","Raw","results/reference_splits/clinical_fiams/SPLIT10/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_234","clinical_fiams",,"SPLIT10","combat","ComBat","results/reference_splits/clinical_fiams/SPLIT10/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_235","clinical_fiams",,"SPLIT10","qc_rlsc","QC-RLSC","results/reference_splits/clinical_fiams/SPLIT10/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_236","clinical_fiams",,"SPLIT10","qc_rfsc","QC-RFSC","results/reference_splits/clinical_fiams/SPLIT10/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_237","clinical_fiams",,"SPLIT10","serrf","SERRF","results/reference_splits/clinical_fiams/SPLIT10/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_238","clinical_fiams",,"SPLIT10","winn_auto_qc","WiNN auto (QC)","results/reference_splits/clinical_fiams/SPLIT10/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_239","clinical_fiams",,"SPLIT10","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/clinical_fiams/SPLIT10/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_240","clinical_fiams",,"SPLIT10","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/clinical_fiams/SPLIT10/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_241","batchcorr_set1",,"SPLIT01","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT01/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_242","batchcorr_set1",,"SPLIT01","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT01/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_243","batchcorr_set1",,"SPLIT01","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT01/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_244","batchcorr_set1",,"SPLIT01","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT01/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_245","batchcorr_set1",,"SPLIT01","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT01/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_246","batchcorr_set1",,"SPLIT01","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT01/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_247","batchcorr_set1",,"SPLIT01","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT01/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_248","batchcorr_set1",,"SPLIT01","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT01/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_249","batchcorr_set1",,"SPLIT02","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT02/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_250","batchcorr_set1",,"SPLIT02","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT02/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_251","batchcorr_set1",,"SPLIT02","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT02/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_252","batchcorr_set1",,"SPLIT02","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT02/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_253","batchcorr_set1",,"SPLIT02","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT02/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_254","batchcorr_set1",,"SPLIT02","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT02/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_255","batchcorr_set1",,"SPLIT02","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT02/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_256","batchcorr_set1",,"SPLIT02","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT02/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_257","batchcorr_set1",,"SPLIT03","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT03/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_258","batchcorr_set1",,"SPLIT03","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT03/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_259","batchcorr_set1",,"SPLIT03","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT03/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_260","batchcorr_set1",,"SPLIT03","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT03/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_261","batchcorr_set1",,"SPLIT03","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT03/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_262","batchcorr_set1",,"SPLIT03","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT03/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_263","batchcorr_set1",,"SPLIT03","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT03/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_264","batchcorr_set1",,"SPLIT03","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT03/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_265","batchcorr_set1",,"SPLIT04","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT04/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_266","batchcorr_set1",,"SPLIT04","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT04/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_267","batchcorr_set1",,"SPLIT04","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT04/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_268","batchcorr_set1",,"SPLIT04","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT04/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_269","batchcorr_set1",,"SPLIT04","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT04/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_270","batchcorr_set1",,"SPLIT04","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT04/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_271","batchcorr_set1",,"SPLIT04","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT04/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_272","batchcorr_set1",,"SPLIT04","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT04/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_273","batchcorr_set1",,"SPLIT05","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT05/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_274","batchcorr_set1",,"SPLIT05","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT05/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_275","batchcorr_set1",,"SPLIT05","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT05/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_276","batchcorr_set1",,"SPLIT05","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT05/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_277","batchcorr_set1",,"SPLIT05","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT05/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_278","batchcorr_set1",,"SPLIT05","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT05/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_279","batchcorr_set1",,"SPLIT05","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT05/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_280","batchcorr_set1",,"SPLIT05","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT05/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_281","batchcorr_set1",,"SPLIT06","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT06/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_282","batchcorr_set1",,"SPLIT06","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT06/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_283","batchcorr_set1",,"SPLIT06","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT06/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_284","batchcorr_set1",,"SPLIT06","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT06/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_285","batchcorr_set1",,"SPLIT06","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT06/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_286","batchcorr_set1",,"SPLIT06","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT06/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_287","batchcorr_set1",,"SPLIT06","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT06/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_288","batchcorr_set1",,"SPLIT06","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT06/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_289","batchcorr_set1",,"SPLIT07","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT07/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_290","batchcorr_set1",,"SPLIT07","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT07/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_291","batchcorr_set1",,"SPLIT07","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT07/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_292","batchcorr_set1",,"SPLIT07","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT07/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_293","batchcorr_set1",,"SPLIT07","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT07/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_294","batchcorr_set1",,"SPLIT07","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT07/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_295","batchcorr_set1",,"SPLIT07","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT07/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_296","batchcorr_set1",,"SPLIT07","winn_fixed_no_qc","WiNN fixed default (no QC)","results/reference_splits/batchcorr_set1/SPLIT07/winn_fixed_no_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_297","batchcorr_set1",,"SPLIT08","raw","Raw","results/reference_splits/batchcorr_set1/SPLIT08/raw",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_298","batchcorr_set1",,"SPLIT08","combat","ComBat","results/reference_splits/batchcorr_set1/SPLIT08/combat",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_299","batchcorr_set1",,"SPLIT08","qc_rlsc","QC-RLSC","results/reference_splits/batchcorr_set1/SPLIT08/qc_rlsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_300","batchcorr_set1",,"SPLIT08","qc_rfsc","QC-RFSC","results/reference_splits/batchcorr_set1/SPLIT08/qc_rfsc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_301","batchcorr_set1",,"SPLIT08","serrf","SERRF","results/reference_splits/batchcorr_set1/SPLIT08/serrf",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_302","batchcorr_set1",,"SPLIT08","winn_auto_qc","WiNN auto (QC)","results/reference_splits/batchcorr_set1/SPLIT08/winn_auto_qc",FALSE,0,0,0,,"No negative corrected intensities."
"reference_split","REF_303","batchcorr_set1",,"SPLIT08","winn_auto_batch_qc","WiNN auto-batch (QC)","results/reference_splits/batchcorr_set1/SPLIT08/winn_auto_batch_qc",FALSE,0,0,0,,"No negative corrected intensities."
