"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","dataset"
"heldout_qc_cv_median",14.2477224431198,"lower",2488,"percent","","mtbls79","G_SS","selective/selective","MTBLS79"
"residual_run_order_gam_mean_deviance",0.140078697278888,"lower",19904,"proportion","","mtbls79","G_SS","selective/selective","MTBLS79"
"residual_run_order_gam_sd_deviance",0.168153066112504,"lower",19904,"proportion","","mtbls79","G_SS","selective/selective","MTBLS79"
"residual_ljung_box_proportion_significant",0.00221061093247588,"lower",19904,"proportion","","mtbls79","G_SS","selective/selective","MTBLS79"
"batch_weighted_pc_r2_categorical",0.0108480104370861,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","G_SS","selective/selective","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","G_SS","selective/selective","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","G_SS","selective/selective","MTBLS79"
"runtime_sec",7.589,"lower",1,"seconds","","mtbls79","G_SS","selective/selective","MTBLS79"
"drift_profiles_corrected",52,"descriptive",19904,"profiles","","mtbls79","G_SS","selective/selective","MTBLS79"
"drift_features_corrected",40,"descriptive",2488,"features","","mtbls79","G_SS","selective/selective","MTBLS79"
"batch_features_corrected",1860,"descriptive",2488,"features","","mtbls79","G_SS","selective/selective","MTBLS79"
"biological_weighted_pc_r2",0.471479113913378,"higher",134,"weighted R-squared","","mtbls79","G_SS","selective/selective","MTBLS79"
"metabolite_icc_a1_median",0.674414477673406,"higher",2488,"ICC(A,1)","","mtbls79","G_SS","selective/selective","MTBLS79"
"sample_replicate_pearson_median",0.975436813944675,"higher",20,"correlation","","mtbls79","G_SS","selective/selective","MTBLS79"
"biological_associated_features",1013,"context",2488,"features","","mtbls79","G_SS","selective/selective","MTBLS79"
"heldout_qc_cv_mean",19.8303472738463,"lower",2488,"percent","","mtbls79","G_AS","all/selective","MTBLS79"
"heldout_qc_cv_sd",10.5297021007681,"lower",2488,"percent","","mtbls79","G_AS","all/selective","MTBLS79"
"heldout_qc_cv_median",17.5056258145901,"lower",2488,"percent","","mtbls79","G_AS","all/selective","MTBLS79"
"residual_run_order_gam_mean_deviance",0.0212930395917055,"lower",19904,"proportion","","mtbls79","G_AS","all/selective","MTBLS79"
"residual_run_order_gam_sd_deviance",0.0458380731580205,"lower",19904,"proportion","","mtbls79","G_AS","all/selective","MTBLS79"
"residual_ljung_box_proportion_significant",0.0789288585209003,"lower",19904,"proportion","","mtbls79","G_AS","all/selective","MTBLS79"
"batch_weighted_pc_r2_categorical",0.00638791838609736,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","G_AS","all/selective","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","G_AS","all/selective","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","G_AS","all/selective","MTBLS79"
"runtime_sec",49.703,"lower",1,"seconds","","mtbls79","G_AS","all/selective","MTBLS79"
"drift_profiles_corrected",19904,"descriptive",19904,"profiles","","mtbls79","G_AS","all/selective","MTBLS79"
"drift_features_corrected",2488,"descriptive",2488,"features","","mtbls79","G_AS","all/selective","MTBLS79"
"batch_features_corrected",2060,"descriptive",2488,"features","","mtbls79","G_AS","all/selective","MTBLS79"
"biological_weighted_pc_r2",0.459601565639676,"higher",134,"weighted R-squared","","mtbls79","G_AS","all/selective","MTBLS79"
"metabolite_icc_a1_median",0.640185554278018,"higher",2488,"ICC(A,1)","","mtbls79","G_AS","all/selective","MTBLS79"
"sample_replicate_pearson_median",0.981099298652759,"higher",20,"correlation","","mtbls79","G_AS","all/selective","MTBLS79"
"biological_associated_features",1067,"context",2488,"features","","mtbls79","G_AS","all/selective","MTBLS79"
"heldout_qc_cv_mean",15.9700072181085,"lower",2488,"percent","","mtbls79","G_SA","selective/all","MTBLS79"
"heldout_qc_cv_sd",9.72836425484772,"lower",2488,"percent","","mtbls79","G_SA","selective/all","MTBLS79"
"heldout_qc_cv_median",13.4413312879625,"lower",2488,"percent","","mtbls79","G_SA","selective/all","MTBLS79"
"residual_run_order_gam_mean_deviance",0.139901896201484,"lower",19904,"proportion","","mtbls79","G_SA","selective/all","MTBLS79"
"residual_run_order_gam_sd_deviance",0.168141961932324,"lower",19904,"proportion","","mtbls79","G_SA","selective/all","MTBLS79"
"residual_ljung_box_proportion_significant",0.00221061093247588,"lower",19904,"proportion","","mtbls79","G_SA","selective/all","MTBLS79"
"batch_weighted_pc_r2_categorical",0.0106558279333553,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","G_SA","selective/all","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","G_SA","selective/all","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","G_SA","selective/all","MTBLS79"
"runtime_sec",7.19299999999999,"lower",1,"seconds","","mtbls79","G_SA","selective/all","MTBLS79"
"drift_profiles_corrected",52,"descriptive",19904,"profiles","","mtbls79","G_SA","selective/all","MTBLS79"
"drift_features_corrected",40,"descriptive",2488,"features","","mtbls79","G_SA","selective/all","MTBLS79"
"batch_features_corrected",2488,"descriptive",2488,"features","","mtbls79","G_SA","selective/all","MTBLS79"
"biological_weighted_pc_r2",0.471170085143598,"higher",134,"weighted R-squared","","mtbls79","G_SA","selective/all","MTBLS79"
"metabolite_icc_a1_median",0.681807145737552,"higher",2488,"ICC(A,1)","","mtbls79","G_SA","selective/all","MTBLS79"
"sample_replicate_pearson_median",0.976760590417258,"higher",20,"correlation","","mtbls79","G_SA","selective/all","MTBLS79"
"biological_associated_features",1015,"context",2488,"features","","mtbls79","G_SA","selective/all","MTBLS79"
"heldout_qc_cv_mean",19.3110113171568,"lower",2488,"percent","","mtbls79","G_AA","all/all","MTBLS79"
"heldout_qc_cv_sd",9.94970090443233,"lower",2488,"percent","","mtbls79","G_AA","all/all","MTBLS79"
"heldout_qc_cv_median",17.2530110911805,"lower",2488,"percent","","mtbls79","G_AA","all/all","MTBLS79"
"residual_run_order_gam_mean_deviance",0.0213675974302673,"lower",19904,"proportion","","mtbls79","G_AA","all/all","MTBLS79"
"residual_run_order_gam_sd_deviance",0.0459064374124867,"lower",19904,"proportion","","mtbls79","G_AA","all/all","MTBLS79"
"residual_ljung_box_proportion_significant",0.0791800643086817,"lower",19904,"proportion","","mtbls79","G_AA","all/all","MTBLS79"
"batch_weighted_pc_r2_categorical",0.00571273868069983,"lower",134,"weighted R-squared","Batch is explicitly categorical.","mtbls79","G_AA","all/all","MTBLS79"
"retained_features",2488,"higher",2488,"features","","mtbls79","G_AA","all/all","MTBLS79"
"retained_samples",172,"higher",172,"samples","","mtbls79","G_AA","all/all","MTBLS79"
"runtime_sec",49.407,"lower",1,"seconds","","mtbls79","G_AA","all/all","MTBLS79"
"drift_profiles_corrected",19904,"descriptive",19904,"profiles","","mtbls79","G_AA","all/all","MTBLS79"
"drift_features_corrected",2488,"descriptive",2488,"features","","mtbls79","G_AA","all/all","MTBLS79"
"batch_features_corrected",2488,"descriptive",2488,"features","","mtbls79","G_AA","all/all","MTBLS79"
"biological_weighted_pc_r2",0.459294623758875,"higher",134,"weighted R-squared","","mtbls79","G_AA","all/all","MTBLS79"
"metabolite_icc_a1_median",0.641333529494254,"higher",2488,"ICC(A,1)","","mtbls79","G_AA","all/all","MTBLS79"
"sample_replicate_pearson_median",0.982157563732513,"higher",20,"correlation","","mtbls79","G_AA","all/all","MTBLS79"
"biological_associated_features",1066,"context",2488,"features","","mtbls79","G_AA","all/all","MTBLS79"
"heldout_qc_cv_mean",16.5943872074111,"lower",1594,"percent","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"heldout_qc_cv_sd",10.7422622680348,"lower",1594,"percent","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"heldout_qc_cv_median",13.9934798577153,"lower",1594,"percent","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.120300147162855,"lower",12752,"proportion","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.145174570642038,"lower",12752,"proportion","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.154720828105395,"lower",12752,"proportion","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.150509455379697,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"runtime_sec",0,"lower",1,"seconds","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"drift_profiles_corrected",,"descriptive",12752,"profiles","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"drift_features_corrected",,"descriptive",1594,"features","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"batch_features_corrected",,"descriptive",1594,"features","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"biological_weighted_pc_r2",0.698982296703889,"higher",536,"weighted R-squared","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.648713511012684,"higher",1594,"repeatability ratio","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"sample_replicate_pearson_median",0.983467072627652,"higher",267,"correlation","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"genuine_replicate_icc_median",0.980951466319722,"higher",267,"ICC(A,1)","","clinical_fiams","C0_RAW","Raw","Clinical FIA-MS"
"heldout_qc_cv_mean",14.2217251567629,"lower",1594,"percent","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"heldout_qc_cv_sd",6.44301302737635,"lower",1594,"percent","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"heldout_qc_cv_median",13.2226430031112,"lower",1594,"percent","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.122123720027712,"lower",12752,"proportion","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.141282812100646,"lower",12752,"proportion","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.176521329987453,"lower",12752,"proportion","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.15822003960981,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"runtime_sec",0.666,"lower",1,"seconds","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"drift_profiles_corrected",,"descriptive",12752,"profiles","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"drift_features_corrected",,"descriptive",1594,"features","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"batch_features_corrected",,"descriptive",1594,"features","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"biological_weighted_pc_r2",0.683665672583669,"higher",536,"weighted R-squared","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.591683888746978,"higher",1594,"repeatability ratio","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"sample_replicate_pearson_median",0.98644599372949,"higher",267,"correlation","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"genuine_replicate_icc_median",0.984278131853444,"higher",267,"ICC(A,1)","","clinical_fiams","C1_OUTLIER","Outlier","Clinical FIA-MS"
"heldout_qc_cv_mean",14.7354215066772,"lower",1594,"percent","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"heldout_qc_cv_sd",6.32108287218888,"lower",1594,"percent","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"heldout_qc_cv_median",13.669539817612,"lower",1594,"percent","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0720695799781095,"lower",12752,"proportion","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0804344939698847,"lower",12752,"proportion","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0784190715181932,"lower",12752,"proportion","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.176983499713753,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"runtime_sec",8.182,"lower",1,"seconds","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"batch_features_corrected",,"descriptive",1594,"features","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"biological_weighted_pc_r2",0.687192849069092,"higher",536,"weighted R-squared","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.593691353210045,"higher",1594,"repeatability ratio","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"sample_replicate_pearson_median",0.985969739068927,"higher",267,"correlation","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"genuine_replicate_icc_median",0.983867320943592,"higher",267,"ICC(A,1)","","clinical_fiams","C2_SELECTIVE_DRIFT","+ selective drift","Clinical FIA-MS"
"heldout_qc_cv_mean",12.9710601488024,"lower",1594,"percent","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"heldout_qc_cv_sd",5.55441739946756,"lower",1594,"percent","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"heldout_qc_cv_median",11.8281819308564,"lower",1594,"percent","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0720695799781094,"lower",12752,"proportion","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0804344939698847,"lower",12752,"proportion","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0784190715181932,"lower",12752,"proportion","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00174716572820956,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"runtime_sec",10.882,"lower",1,"seconds","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"batch_features_corrected",1506,"descriptive",1594,"features","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"biological_weighted_pc_r2",0.772565758616401,"higher",536,"weighted R-squared","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.637625272863121,"higher",1594,"repeatability ratio","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747863696587,"higher",267,"correlation","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"genuine_replicate_icc_median",0.989530126628734,"higher",267,"ICC(A,1)","","clinical_fiams","C3_SELECTIVE_BATCH","+ selective batch","Clinical FIA-MS"
"heldout_qc_cv_mean",12.4044092100879,"lower",1594,"percent","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"heldout_qc_cv_sd",5.42898031411995,"lower",1594,"percent","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"heldout_qc_cv_median",11.0959804156287,"lower",1594,"percent","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0789910500858729,"lower",12752,"proportion","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0997490589711418,"lower",12752,"proportion","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00205430716992057,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"runtime_sec",11.077,"lower",1,"seconds","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"batch_features_corrected",1506,"descriptive",1594,"features","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"biological_weighted_pc_r2",0.799363081954994,"higher",536,"weighted R-squared","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.659272129860823,"higher",1594,"repeatability ratio","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747863696587,"higher",267,"correlation","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"genuine_replicate_icc_median",0.989834812702034,"higher",267,"ICC(A,1)","","clinical_fiams","C4_FULL_FIXED","+ PQN","Clinical FIA-MS"
"heldout_qc_cv_mean",12.4044092100879,"lower",1594,"percent","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"heldout_qc_cv_sd",5.42898031411995,"lower",1594,"percent","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"heldout_qc_cv_median",11.0959804156287,"lower",1594,"percent","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0727686471322973,"lower",12752,"proportion","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0789910500858729,"lower",12752,"proportion","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0997490589711418,"lower",12752,"proportion","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00205430716992057,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"runtime_sec",11.077,"lower",1,"seconds","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"batch_features_corrected",1506,"descriptive",1594,"features","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"biological_weighted_pc_r2",0.799363081954994,"higher",536,"weighted R-squared","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.659272129860823,"higher",1594,"repeatability ratio","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747863696587,"higher",267,"correlation","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"genuine_replicate_icc_median",0.989834812702034,"higher",267,"ICC(A,1)","","clinical_fiams","G_SS","selective/selective","Clinical FIA-MS"
"heldout_qc_cv_mean",13.5327320895589,"lower",1594,"percent","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"heldout_qc_cv_sd",5.73240661941162,"lower",1594,"percent","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"heldout_qc_cv_median",12.1052861007706,"lower",1594,"percent","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.00520013836698004,"lower",12752,"proportion","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0136386634823728,"lower",12752,"proportion","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.134331869510665,"lower",12752,"proportion","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.0010438538305947,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"runtime_sec",33.689,"lower",1,"seconds","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"drift_profiles_corrected",12752,"descriptive",12752,"profiles","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"drift_features_corrected",1594,"descriptive",1594,"features","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"batch_features_corrected",1524,"descriptive",1594,"features","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"biological_weighted_pc_r2",0.779111279456564,"higher",536,"weighted R-squared","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.636970558682562,"higher",1594,"repeatability ratio","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990870682832852,"higher",267,"correlation","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"genuine_replicate_icc_median",0.98993063118193,"higher",267,"ICC(A,1)","","clinical_fiams","G_AS","all/selective","Clinical FIA-MS"
"heldout_qc_cv_mean",12.3946699037692,"lower",1594,"percent","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"heldout_qc_cv_sd",5.42319171552939,"lower",1594,"percent","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"heldout_qc_cv_median",11.0898980510012,"lower",1594,"percent","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.0727630834493838,"lower",12752,"proportion","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0789912534496783,"lower",12752,"proportion","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.0995138017565872,"lower",12752,"proportion","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.00194397036013825,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"runtime_sec",11.034,"lower",1,"seconds","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"drift_profiles_corrected",2297,"descriptive",12752,"profiles","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"drift_features_corrected",1300,"descriptive",1594,"features","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"batch_features_corrected",1594,"descriptive",1594,"features","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"biological_weighted_pc_r2",0.799430938875156,"higher",536,"weighted R-squared","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"feature_repeatability_ratio_median",0.659676587204692,"higher",1594,"repeatability ratio","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"sample_replicate_pearson_median",0.990747147757201,"higher",267,"correlation","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"genuine_replicate_icc_median",0.989869506591472,"higher",267,"ICC(A,1)","","clinical_fiams","G_SA","selective/all","Clinical FIA-MS"
"heldout_qc_cv_mean",13.5134759406473,"lower",1594,"percent","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"heldout_qc_cv_sd",5.7073634279204,"lower",1594,"percent","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"heldout_qc_cv_median",12.0965740884015,"lower",1594,"percent","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"residual_run_order_gam_mean_deviance",0.00519147469752825,"lower",12752,"proportion","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"residual_run_order_gam_sd_deviance",0.0136419946137286,"lower",12752,"proportion","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"residual_ljung_box_proportion_significant",0.13409661229611,"lower",12752,"proportion","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"batch_weighted_pc_r2_categorical",0.000995782155015914,"lower",536,"weighted R-squared","Batch is explicitly categorical.","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"retained_features",1594,"higher",1594,"features","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"retained_samples",660,"higher",660,"samples","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"runtime_sec",33.719,"lower",1,"seconds","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"drift_profiles_corrected",12752,"descriptive",12752,"profiles","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"drift_features_corrected",1594,"descriptive",1594,"features","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"batch_features_corrected",1594,"descriptive",1594,"features","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
"biological_weighted_pc_r2",0.779214232228572,"higher",536,"weighted R-squared","","clinical_fiams","G_AA","all/all","Clinical FIA-MS"
