"metric","value","direction","denominator","units","notes","dataset_key","method_id","method","dataset"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"heldout_qc_cv_mean",14.5016797069405,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"heldout_qc_cv_median",9.98180405571562,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"heldout_qc_cv_sd",13.2313738339793,"lower",113,"percent","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"residual_ljung_box_proportion_significant",0.00442477876106195,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"residual_run_order_gam_mean_deviance",0.0371448483850514,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"residual_run_order_gam_sd_deviance",0.0410649271671009,"lower",226,"proportion","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"runtime_sec",0.278,"lower",1,"seconds","measured method execution in frozen release","sacurine","qc_rlsc","QC-RLSC","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"batch_weighted_pc_r2_categorical",0.0137370036605432,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"biological_associated_features",47,"context",339,"feature-variable tests","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"biological_weighted_pc_r2",0.0481466086536595,"higher",3,"weighted R-squared","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"cross_batch_effect_pearson_median",0.496674712697641,"higher",3,"correlation","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"heldout_qc_cv_mean",7.32552583839107,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"heldout_qc_cv_median",3.9845762099117,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"heldout_qc_cv_sd",14.1546893182206,"lower",113,"percent","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"residual_ljung_box_proportion_significant",0.00884955752212389,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"residual_run_order_gam_mean_deviance",0.0371804141979941,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"residual_run_order_gam_sd_deviance",0.0466505920239481,"lower",226,"proportion","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"runtime_sec",1.915,"lower",1,"seconds","measured method execution in frozen release","sacurine","qc_rfsc","QC-RFSC","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","Sacurine"
"batch_weighted_pc_r2_categorical",0.00178167097094416,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","tiger","TIGER","Sacurine"
"biological_associated_features",32,"context",339,"feature-variable tests","","sacurine","tiger","TIGER","Sacurine"
"biological_weighted_pc_r2",0.0370870503948378,"higher",3,"weighted R-squared","","sacurine","tiger","TIGER","Sacurine"
"cross_batch_effect_pearson_median",0.492172408403618,"higher",3,"correlation","","sacurine","tiger","TIGER","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","tiger","TIGER","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","tiger","TIGER","Sacurine"
"heldout_qc_cv_mean",10.1930094989336,"lower",113,"percent","","sacurine","tiger","TIGER","Sacurine"
"heldout_qc_cv_median",7.57004520401614,"lower",113,"percent","","sacurine","tiger","TIGER","Sacurine"
"heldout_qc_cv_sd",7.79671066230025,"lower",113,"percent","","sacurine","tiger","TIGER","Sacurine"
"residual_ljung_box_proportion_significant",0.0132743362831858,"lower",226,"proportion","","sacurine","tiger","TIGER","Sacurine"
"residual_run_order_gam_mean_deviance",0.0388302972708426,"lower",226,"proportion","","sacurine","tiger","TIGER","Sacurine"
"residual_run_order_gam_sd_deviance",0.0519279550818996,"lower",226,"proportion","","sacurine","tiger","TIGER","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","tiger","TIGER","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","tiger","TIGER","Sacurine"
"runtime_sec",87.868,"lower",1,"seconds","measured method execution in frozen release","sacurine","tiger","TIGER","Sacurine"
"batch_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","Sacurine"
"batch_weighted_pc_r2_categorical",0.0019315491172379,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","serrf","SERRF","Sacurine"
"biological_associated_features",37,"context",339,"feature-variable tests","","sacurine","serrf","SERRF","Sacurine"
"biological_weighted_pc_r2",0.0331043302571546,"higher",3,"weighted R-squared","","sacurine","serrf","SERRF","Sacurine"
"cross_batch_effect_pearson_median",0.544101149303009,"higher",3,"correlation","","sacurine","serrf","SERRF","Sacurine"
"drift_features_corrected",,"descriptive",113,"features","","sacurine","serrf","SERRF","Sacurine"
"drift_profiles_corrected",,"descriptive",226,"profiles","","sacurine","serrf","SERRF","Sacurine"
"heldout_qc_cv_mean",17.0109024488018,"lower",113,"percent","","sacurine","serrf","SERRF","Sacurine"
"heldout_qc_cv_median",13.7795519620218,"lower",113,"percent","","sacurine","serrf","SERRF","Sacurine"
"heldout_qc_cv_sd",9.65480704252698,"lower",113,"percent","","sacurine","serrf","SERRF","Sacurine"
"residual_ljung_box_proportion_significant",0.0619469026548673,"lower",226,"proportion","","sacurine","serrf","SERRF","Sacurine"
"residual_run_order_gam_mean_deviance",0.0555820775458359,"lower",226,"proportion","","sacurine","serrf","SERRF","Sacurine"
"residual_run_order_gam_sd_deviance",0.0702428604102507,"lower",226,"proportion","","sacurine","serrf","SERRF","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","serrf","SERRF","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","serrf","SERRF","Sacurine"
"runtime_sec",,"lower",1,"seconds","not remeasured; cache retrieval time excluded","sacurine","serrf","SERRF","Sacurine"
"batch_features_corrected",85,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"batch_weighted_pc_r2_categorical",0.000415820234223158,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"biological_associated_features",47,"context",339,"feature-variable tests","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"biological_weighted_pc_r2",0.0488286682263038,"higher",3,"weighted R-squared","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"cross_batch_effect_pearson_median",0.566958884057713,"higher",3,"correlation","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"drift_features_corrected",42,"descriptive",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"drift_profiles_corrected",52,"descriptive",226,"profiles","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"heldout_qc_cv_mean",16.0063160088905,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"heldout_qc_cv_median",12.5857281224797,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"heldout_qc_cv_sd",11.7258189039911,"lower",113,"percent","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"residual_ljung_box_proportion_significant",0.0265486725663717,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"residual_run_order_gam_mean_deviance",0.0435650355720423,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"residual_run_order_gam_sd_deviance",0.051018172700969,"lower",226,"proportion","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"runtime_sec",0.938,"lower",1,"seconds","measured method execution in frozen release","sacurine","winn_auto_qc","WiNN auto (QC)","Sacurine"
"batch_features_corrected",84,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"batch_weighted_pc_r2_categorical",0.000489308961332933,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"biological_associated_features",50,"context",339,"feature-variable tests","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"biological_weighted_pc_r2",0.0479565940051655,"higher",3,"weighted R-squared","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"cross_batch_effect_pearson_median",0.565550550372571,"higher",3,"correlation","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"drift_features_corrected",14,"descriptive",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"drift_profiles_corrected",15,"descriptive",226,"profiles","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"heldout_qc_cv_mean",17.673468020507,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"heldout_qc_cv_median",14.6501955108601,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"heldout_qc_cv_sd",12.3916811786805,"lower",113,"percent","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"residual_run_order_gam_mean_deviance",0.0397114522391577,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"residual_run_order_gam_sd_deviance",0.0567367521918702,"lower",226,"proportion","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"runtime_sec",1.243,"lower",1,"seconds","measured method execution in frozen release","sacurine","winn_auto_batch_qc","WiNN auto-batch (QC)","Sacurine"
"batch_features_corrected",82,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"batch_weighted_pc_r2_categorical",0.000737747609499402,"lower",184,"weighted R-squared","Batch is explicitly categorical.","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"biological_associated_features",48,"context",339,"feature-variable tests","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"biological_weighted_pc_r2",0.0457852706905809,"higher",3,"weighted R-squared","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"cross_batch_effect_pearson_median",0.537221386297552,"higher",3,"correlation","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"drift_features_corrected",37,"descriptive",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"drift_profiles_corrected",44,"descriptive",226,"profiles","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"heldout_qc_cv_mean",22.421913234801,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"heldout_qc_cv_median",20.7262308662042,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"heldout_qc_cv_sd",10.0042736885185,"lower",113,"percent","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"residual_ljung_box_proportion_significant",0.0309734513274336,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"residual_run_order_gam_mean_deviance",0.0520147926987853,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"residual_run_order_gam_sd_deviance",0.0673011809210797,"lower",226,"proportion","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"retained_features",113,"higher",113,"features","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"retained_samples",210,"higher",210,"samples","","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"runtime_sec",3.296,"lower",1,"seconds","measured method execution in frozen release","sacurine","winn_fixed_no_qc","WiNN fixed default (no QC)","Sacurine"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","raw","Raw","WaveICA"
"batch_weighted_pc_r2_categorical",0.69436740649987,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","raw","Raw","WaveICA"
"biological_associated_features",206,"context",6461,"features","","waveica","raw","Raw","WaveICA"
"biological_weighted_pc_r2",0.00276573078388549,"higher",568,"weighted R-squared","","waveica","raw","Raw","WaveICA"
"cross_batch_effect_pearson_median",0.261918456568283,"higher",3,"correlation","","waveica","raw","Raw","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","raw","Raw","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","raw","Raw","WaveICA"
"heldout_qc_cv_mean",49.6615125014856,"lower",6461,"percent","","waveica","raw","Raw","WaveICA"
"heldout_qc_cv_median",43.4386738587829,"lower",6461,"percent","","waveica","raw","Raw","WaveICA"
"heldout_qc_cv_sd",29.0476446241413,"lower",6461,"percent","","waveica","raw","Raw","WaveICA"
"residual_ljung_box_proportion_significant",0.598565753495331,"lower",19383,"proportion","","waveica","raw","Raw","WaveICA"
"residual_run_order_gam_mean_deviance",0.205768293336358,"lower",19383,"proportion","","waveica","raw","Raw","WaveICA"
"residual_run_order_gam_sd_deviance",0.232415409330365,"lower",19383,"proportion","","waveica","raw","Raw","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","raw","Raw","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","raw","Raw","WaveICA"
"runtime_sec",0,"lower",1,"seconds","no correction","waveica","raw","Raw","WaveICA"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","combat","ComBat","WaveICA"
"batch_weighted_pc_r2_categorical",0.000465422730130473,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","combat","ComBat","WaveICA"
"biological_associated_features",372,"context",6461,"features","","waveica","combat","ComBat","WaveICA"
"biological_weighted_pc_r2",0.00743208924888678,"higher",568,"weighted R-squared","","waveica","combat","ComBat","WaveICA"
"cross_batch_effect_pearson_median",0.264101991446489,"higher",3,"correlation","","waveica","combat","ComBat","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","combat","ComBat","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","combat","ComBat","WaveICA"
"heldout_qc_cv_mean",40.2404130226057,"lower",6461,"percent","","waveica","combat","ComBat","WaveICA"
"heldout_qc_cv_median",32.1282217885861,"lower",6461,"percent","","waveica","combat","ComBat","WaveICA"
"heldout_qc_cv_sd",29.6946519957335,"lower",6461,"percent","","waveica","combat","ComBat","WaveICA"
"residual_ljung_box_proportion_significant",0.600629417530826,"lower",19383,"proportion","","waveica","combat","ComBat","WaveICA"
"residual_run_order_gam_mean_deviance",0.20730699988528,"lower",19383,"proportion","","waveica","combat","ComBat","WaveICA"
"residual_run_order_gam_sd_deviance",0.2334738891556,"lower",19383,"proportion","","waveica","combat","ComBat","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","combat","ComBat","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","combat","ComBat","WaveICA"
"runtime_sec",,"lower",1,"seconds","not remeasured; cache retrieval time excluded","waveica","combat","ComBat","WaveICA"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"batch_weighted_pc_r2_categorical",0.00158298745775718,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","qc_rlsc","QC-RLSC","WaveICA"
"biological_associated_features",428,"context",6461,"features","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"biological_weighted_pc_r2",0.0114766457778449,"higher",568,"weighted R-squared","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"cross_batch_effect_pearson_median",0.260713661433927,"higher",3,"correlation","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"heldout_qc_cv_mean",39.3267820613923,"lower",6461,"percent","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"heldout_qc_cv_median",28.6003336946251,"lower",6461,"percent","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"heldout_qc_cv_sd",36.8102222202844,"lower",6461,"percent","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"residual_ljung_box_proportion_significant",0.464375999587267,"lower",19383,"proportion","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"residual_run_order_gam_mean_deviance",0.108717975881041,"lower",19383,"proportion","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"residual_run_order_gam_sd_deviance",0.12884254876152,"lower",19383,"proportion","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","qc_rlsc","QC-RLSC","WaveICA"
"runtime_sec",22.035,"lower",1,"seconds","measured method execution in frozen release","waveica","qc_rlsc","QC-RLSC","WaveICA"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"batch_weighted_pc_r2_categorical",0.509560684056,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","qc_rfsc","QC-RFSC","WaveICA"
"biological_associated_features",402,"context",6461,"features","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"biological_weighted_pc_r2",0.0097539590939671,"higher",568,"weighted R-squared","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"cross_batch_effect_pearson_median",0.357673146501632,"higher",3,"correlation","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"heldout_qc_cv_mean",16.8629439487961,"lower",6461,"percent","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"heldout_qc_cv_median",11.152442803801,"lower",6461,"percent","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"heldout_qc_cv_sd",23.0460527668784,"lower",6461,"percent","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"residual_ljung_box_proportion_significant",0.608368157663932,"lower",19383,"proportion","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"residual_run_order_gam_mean_deviance",0.122241940652603,"lower",19383,"proportion","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"residual_run_order_gam_sd_deviance",0.13340840308066,"lower",19383,"proportion","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","qc_rfsc","QC-RFSC","WaveICA"
"runtime_sec",537.756,"lower",1,"seconds","measured method execution in frozen release","waveica","qc_rfsc","QC-RFSC","WaveICA"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","tiger","TIGER","WaveICA"
"batch_weighted_pc_r2_categorical",0.500613460279628,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","tiger","TIGER","WaveICA"
"biological_associated_features",262,"context",6461,"features","","waveica","tiger","TIGER","WaveICA"
"biological_weighted_pc_r2",0.00672360399596334,"higher",568,"weighted R-squared","","waveica","tiger","TIGER","WaveICA"
"cross_batch_effect_pearson_median",0.225219495165985,"higher",3,"correlation","","waveica","tiger","TIGER","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","tiger","TIGER","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","tiger","TIGER","WaveICA"
"heldout_qc_cv_mean",26.1426296583401,"lower",6461,"percent","","waveica","tiger","TIGER","WaveICA"
"heldout_qc_cv_median",20.716154699515,"lower",6461,"percent","","waveica","tiger","TIGER","WaveICA"
"heldout_qc_cv_sd",23.1641386144813,"lower",6461,"percent","","waveica","tiger","TIGER","WaveICA"
"residual_ljung_box_proportion_significant",0.431976474229995,"lower",19383,"proportion","","waveica","tiger","TIGER","WaveICA"
"residual_run_order_gam_mean_deviance",0.113395157207543,"lower",19383,"proportion","","waveica","tiger","TIGER","WaveICA"
"residual_run_order_gam_sd_deviance",0.143286166062395,"lower",19383,"proportion","","waveica","tiger","TIGER","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","tiger","TIGER","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","tiger","TIGER","WaveICA"
"runtime_sec",14426.045,"lower",1,"seconds","measured method execution in frozen release","waveica","tiger","TIGER","WaveICA"
"batch_features_corrected",,"descriptive",6461,"features","","waveica","serrf","SERRF","WaveICA"
"batch_weighted_pc_r2_categorical",0.0416086941522562,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","serrf","SERRF","WaveICA"
"biological_associated_features",327,"context",6461,"features","","waveica","serrf","SERRF","WaveICA"
"biological_weighted_pc_r2",0.00941153986851976,"higher",568,"weighted R-squared","","waveica","serrf","SERRF","WaveICA"
"cross_batch_effect_pearson_median",0.220201288823857,"higher",3,"correlation","","waveica","serrf","SERRF","WaveICA"
"drift_features_corrected",,"descriptive",6461,"features","","waveica","serrf","SERRF","WaveICA"
"drift_profiles_corrected",,"descriptive",19383,"profiles","","waveica","serrf","SERRF","WaveICA"
"heldout_qc_cv_mean",34.0434795508229,"lower",6461,"percent","","waveica","serrf","SERRF","WaveICA"
"heldout_qc_cv_median",27.1756675263304,"lower",6461,"percent","","waveica","serrf","SERRF","WaveICA"
"heldout_qc_cv_sd",30.6767218259342,"lower",6461,"percent","","waveica","serrf","SERRF","WaveICA"
"residual_ljung_box_proportion_significant",0.44152092039416,"lower",19383,"proportion","","waveica","serrf","SERRF","WaveICA"
"residual_run_order_gam_mean_deviance",0.1172290395345,"lower",19383,"proportion","","waveica","serrf","SERRF","WaveICA"
"residual_run_order_gam_sd_deviance",0.146714304112894,"lower",19383,"proportion","","waveica","serrf","SERRF","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","serrf","SERRF","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","serrf","SERRF","WaveICA"
"runtime_sec",2081.708,"lower",1,"seconds","measured method execution in frozen release","waveica","serrf","SERRF","WaveICA"
"batch_features_corrected",6298,"descriptive",6461,"features","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"batch_weighted_pc_r2_categorical",0.00185791740415135,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"biological_associated_features",508,"context",6461,"features","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"biological_weighted_pc_r2",0.0150023981703196,"higher",568,"weighted R-squared","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"cross_batch_effect_pearson_median",0.283237072253612,"higher",3,"correlation","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"drift_features_corrected",5374,"descriptive",6461,"features","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"drift_profiles_corrected",11370,"descriptive",19383,"profiles","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"heldout_qc_cv_mean",38.1178028673346,"lower",6461,"percent","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"heldout_qc_cv_median",27.1800102592144,"lower",6461,"percent","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"heldout_qc_cv_sd",39.215388565037,"lower",6461,"percent","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"residual_ljung_box_proportion_significant",0.13780116597018,"lower",19383,"proportion","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"residual_run_order_gam_mean_deviance",0.018349334505791,"lower",19383,"proportion","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"residual_run_order_gam_sd_deviance",0.0298508100141336,"lower",19383,"proportion","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"runtime_sec",131.779,"lower",1,"seconds","measured method execution in frozen release","waveica","winn_auto_qc","WiNN auto (QC)","WaveICA"
"batch_features_corrected",0,"descriptive",6461,"features","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"batch_weighted_pc_r2_categorical",0.481365148138614,"lower",568,"weighted R-squared","Batch is explicitly categorical.","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"biological_associated_features",276,"context",6461,"features","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"biological_weighted_pc_r2",0.004566263614326,"higher",568,"weighted R-squared","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"cross_batch_effect_pearson_median",0.268435255972362,"higher",3,"correlation","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"drift_features_corrected",6335,"descriptive",6461,"features","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"drift_profiles_corrected",6335,"descriptive",19383,"profiles","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"heldout_qc_cv_mean",40.9082423195738,"lower",6461,"percent","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"heldout_qc_cv_median",34.8527338938119,"lower",6461,"percent","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"heldout_qc_cv_sd",25.7413532434699,"lower",6461,"percent","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"residual_ljung_box_proportion_significant",0.601558066346799,"lower",19383,"proportion","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"residual_run_order_gam_mean_deviance",0.211998247026591,"lower",19383,"proportion","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"residual_run_order_gam_sd_deviance",0.23788340205012,"lower",19383,"proportion","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"retained_features",6461,"higher",6461,"features","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"retained_samples",642,"higher",642,"samples","","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"runtime_sec",65.558,"lower",1,"seconds","measured method execution in frozen release","waveica","winn_auto_batch_qc","WiNN auto-batch (QC)","WaveICA"
"batch_features_corrected",6298,"descriptive",6461,"features","","waveica","winn_fixed_no_qc","WiNN fixed default (no QC)","WaveICA"
